"","HDI","e.finit.n","e.finit.s","e.grth.n","e.inov.n","e.inov.s","e.cinov.n","e.cinov.s","v.spoll.n","v.spoll.s","v.cfsus.n","v.cfsus.s","v.drop.n","v.drop.s"
"388",-0.0413443,0.38,3.22,0.00852,-0.00346,-0.01698,0.00043,0.00475,2.23,4.99,0.8544,0.7168,0.00609,0.00243
"389",0.0171394,3.916,2.148,0.01012,0.02474,-0.00942,0.00589,0.00603,9.03,5.99,0.832,0.7008,0.00951,0.00065
"390",-0.0416254,1.804,3.78,0.02188,-0.00694,0.01542,0.00953,0.00949,0.31,8.77,0.7696,1.168,0.00837,0.00833
"391",-0.0457811,1.62,2.62,0.02628,0.0101,-0.01494,0.00523,0.00501,0.21,9.09,0.7392,1.1088,0.00923,0.00233
"392",0.0310922,2.508,3.42,0.02788,0.02318,0.0021,0.00803,0.00453,7.21,8.97,0.5552,1.1472,0.00241,0.00745
"393",-0.0941949,0.772,3.292,0.00732,0.0161,-0.01914,0.00873,0.00983,3.65,2.87,1.1696,0.944,0.00029,0.00301
"394",0.0324057,0.556,0.404,0.03236,0.01202,0.00186,0.00447,0.00137,6.43,6.85,0.9536,0.68,0.00849,0.00179
"395",0.0392778,1.084,2.732,0.0294,0.02234,0.00354,0.00811,0.00167,6.53,4.07,1.2592,0.52,0.00523,0.00101
"396",-0.145368,0.004,0.988,2e-04,-0.00874,-0.02922,0.00325,0.00387,0.27,6.37,1.2512,0.5856,0.00669,0.00239
"397",0.00628206,3.132,2.964,0.00348,0.03386,-0.0291,0.00707,0.00847,8.97,8.43,0.7152,1.0848,0.00585,0.00689
"398",-0.0792995,3.196,0.044,0.01556,0.00746,0.00162,0.00135,0.00239,9.21,4.83,0.8096,0.8288,0.00771,0.00581
"399",-0.00862823,1.628,0.708,0.00796,0.01802,-0.0159,0.00131,0.00803,0.43,8.85,1.0288,0.8032,0.00583,0.00899
"400",0.028807,2.268,2.708,0.01724,0.03266,0.0279,0.00599,0.00533,5.45,6.63,0.5328,1.0528,0.00641,0.00895
"401",0.0140349,3.508,2.78,0.01812,0.0203,-0.00162,0.00165,0.00187,5.03,1.71,0.9024,1.1744,0.00085,0.00691
"402",0.045449,1.748,0.508,0.01684,0.02954,0.01866,0.00561,0.00231,3.09,5.05,0.8112,1.0208,0.00045,0.00957
"403",-0.0103894,0.156,2.052,0.01692,-0.00034,0.0123,0.00763,0.00703,2.79,7.83,0.8336,0.6976,0.00181,0.00029
"404",0.0193214,0.26,3.044,0.0198,0.02546,0.02646,0.00393,0.00325,6.61,8.25,1.1312,0.6816,0.00597,0.00051
"405",-0.00072414,3.02,3.532,0.00468,0.00014,-0.02166,0.00023,0.00133,2.67,4.33,0.5952,1.0096,0.00031,0.00643
"406",0.0115492,1.388,3.308,0.00564,0.00074,0.01434,0.00565,0.00625,6.31,2.21,0.7504,0.5152,0.00389,0.00327
"407",0.0393461,3.716,0.476,0.03076,0.04406,-0.00786,0.00073,0.00085,1.31,4.73,0.9184,0.9872,0.00785,0.00585
"408",0.00774857,1.932,1.956,0.0362,0.03578,-0.01614,0.00199,0.00557,1.69,8.49,0.6752,1.2624,0.00907,0.00939
"409",0.0111203,1.068,1.444,0.00636,-0.00802,0.02022,0.00211,0.00575,1.79,6.99,0.672,0.6144,0.00235,0.00089
"410",0.0078844,0.188,2.068,0.00116,0.04886,-0.01722,0.00187,0.00349,2.13,1.67,0.688,0.5216,0.00087,0.00495
"411",0.00534583,1.404,0.332,0.003,0.0395,-0.01182,0.00167,0.00467,9.31,9.55,0.8464,1.2688,0.00475,0.00545
"412",-0.0660027,3.092,3.652,0.03428,0.00926,0.00642,0.00839,0.00769,4.93,5.25,0.6016,0.5984,0.00091,0.00935
"413",0.024388,2.124,3.892,0.0138,0.02054,0.00174,0.00341,0.00099,3.49,7.31,0.8704,0.6704,0.00419,0.00927
"414",-0.0299826,2.588,2.412,0.027,0.0473,-0.02298,0.00047,0.00781,9.65,0.59,0.8432,0.56,0.00067,0.00391
"415",-0.0099669,3.332,0.844,0.03924,-0.0043,-0.01662,0.00337,0.00969,5.61,0.79,1.2416,1.2736,0.00013,0.00461
"416",-0.0840067,3.068,1.372,0.02764,0.00398,-0.01974,0.00143,0.00923,5.81,4.27,0.528,0.8784,0.00495,0.00271
"417",0.0653324,2.004,1.676,0.03676,0.04922,0.0141,0.00555,0.00761,4.31,7.17,1.0832,1.1712,0.00925,0.00021
"418",0.0101022,3.668,1.3,0.00332,0.04802,0.00966,0.00205,0.00403,1.17,3.45,0.8624,1.0736,0.00303,0.00653
"419",0.0295055,0.796,1.332,0.02492,0.01694,0.02694,0.00859,0.00775,1.49,7.05,1.1472,0.9632,1e-05,0.00905
"420",0.0212621,1.596,1.916,0.01188,0.03506,-0.00054,0.00887,0.00897,8.93,7.65,1.112,0.5888,0.00985,0.00955
"421",-0.09825,0.804,1.684,0.011,0.0185,0.00462,0.00399,0.00553,1.29,0.17,0.904,0.592,0.00503,0.00465
"422",0.00242732,2.404,1.228,0.01092,0.01406,0.02994,0.00171,0.00415,7.13,0.65,0.856,0.96,0.00933,0.00943
"423",0.0304357,0.684,1.772,0.02052,0.04298,0.0285,0.00121,0.00341,7.23,3.75,1.1056,1.144,0.00789,0.00723
"424",0.0413236,1.516,0.876,0.03908,0.02882,0.01134,0.00677,0.00357,6.35,7.85,1.0112,1.024,0.00461,0.00915
"425",0.00688445,3.644,0.732,0.01164,0.00062,0.00654,0.00059,0.00829,3.51,3.61,1.0352,1.2592,0.00877,0.00305
"426",-0.0204584,3.964,1.148,0.03788,-0.0085,0.02562,0.00855,0.00141,1.53,8.51,1.1968,0.6608,0.00929,0.00807
"427",-0.0256889,1.836,1.748,0.01988,-0.0019,0.02082,0.00705,0.00439,6.01,0.31,1.0336,1.1248,0.00051,0.00081
"428",0.0287985,1.612,3.468,0.01948,0.03998,-0.00822,0.00371,0.00515,8.79,7.35,1.1584,0.776,0.00721,0.00645
"429",0.0317693,1.092,2.132,0.02724,0.0263,0.02658,0.00577,0.00617,8.31,4.41,1.12,0.896,0.00331,0.00991
"430",0.0292589,3.38,1.484,0.025,0.04646,-0.00474,0.00669,0.00791,1.89,6.83,1.032,0.7712,0.00595,7e-05
"431",-0.036908,0.612,2.988,0.00812,-0.00214,-0.0237,0.00637,0.00383,8.63,7.61,1.1344,0.6848,0.00437,0.00959
"432",-0.0546531,0.036,1.588,0.015,-0.00046,-0.01206,0.00967,0.00675,8.23,3.97,1.232,0.9888,0.00345,0.00441
"433",-0.0607116,3.188,0.084,0.02972,0.01862,-0.02238,0.00563,0.00225,8.27,6.27,0.9648,1.112,0.00249,0.00887
"434",0.0149223,1.252,2.868,0.00644,0.02066,0.0195,0.00985,0.00569,2.11,6.69,0.6128,1.2064,0.00819,0.00315
"435",0.0144993,1.54,3.012,0.02412,0.00182,0.0027,0.00101,0.00221,8.03,1.13,1.2144,0.9776,0.00631,0.00135
"436",-0.0119155,1.86,3.164,0.01628,-0.00778,0.01698,0.00779,0.00081,6.49,3.05,1.024,0.9936,0.00769,0.00999
"437",0.0270909,1.276,0.956,0.03324,0.0053,0.01458,0.00031,0.00441,8.43,3.23,0.736,1.2384,0.00441,0.00155
"438",0.0464941,3.484,2.836,0.0206,0.02018,0.02802,0.00987,0.00289,2.43,9.95,1.2432,0.8976,0.00967,0.00763
"439",0.01211,3.54,1.308,0.01412,-0.00334,0.01806,0.00657,0.00353,7.31,8.93,0.7904,1.2256,0.00569,0.00533
"440",0.0285783,0.86,2.42,0.03068,0.03638,-0.0213,0.00889,0.00257,9.71,1.43,0.8656,0.8432,0.00885,0.00423
"441",0.0334755,2.892,3.82,0.02844,0.03086,-0.00186,0.00419,0.00551,5.17,9.19,0.9312,0.5104,0.00515,0.00087
"442",0.0109818,0.516,2.172,0.00316,0.0113,-0.0057,0.00931,0.00271,5.53,8.53,0.9328,0.936,0.00451,0.00507
"443",0.017466,0.692,3.684,0.0114,0.0419,-0.01566,0.00083,0.00139,6.95,9.71,0.5392,0.792,0.00207,0.00481
"444",-0.012674,1.044,2.564,0.00548,0.00662,-0.01422,0.00081,0.00633,6.93,1.83,0.5664,0.8544,0.00361,0.00539
"445",-0.0582467,0.604,3.564,0.029,0.00914,-0.0183,0.00209,0.00489,2.05,7.39,0.9472,0.5456,0.00209,0.00451
"446",0.00910691,1.908,3.116,0.03396,0.02282,-0.0021,0.00605,0.00355,2.77,4.59,0.6448,1.0512,0.00555,0.00201
"447",-0.0303544,3.052,3.252,0.02124,0.0029,-0.00378,0.00543,0.00889,9.25,1.15,0.8816,0.608,0.00909,0.00759
"448",0.0088285,1.996,2.572,0.00412,0.03938,-0.00294,0.00351,0.00459,7.05,7.87,0.6224,0.8048,0.00681,0.00981
"449",-0.0123069,0.244,0.908,0.0042,0.01046,0.02346,0.00635,0.00813,0.41,8.33,0.8944,1.0912,0.00351,0.00187
"450",-0.0037566,3.692,1.572,0.02468,0.02558,0.0075,0.00213,0.00921,7.55,2.05,0.7936,0.5136,0.00805,0.00667
"451",0.0230723,2.636,1.02,0.02452,0.02834,-0.01302,0.00737,0.00497,6.09,8.29,0.9392,0.7088,0.00289,0.00641
"452",-0.0162644,3.908,2.948,0.01748,0.04022,0.0099,0.00449,0.00333,0.09,3.31,1.2736,0.9984,0.00287,0.00211
"453",-0.106729,2.492,3.26,0.03708,-0.00154,-0.01038,0.00455,0.00697,6.83,4.93,1.2864,1.056,0.00379,0.00419
"454",-0.0260114,3.996,3.02,0.02828,0.02198,-0.0165,0.00471,0.00715,8.95,2.13,0.9488,1.1376,0.00483,0.00037
"455",0.0105858,1.236,1.396,0.0258,0.00986,0.00522,0.00253,0.00639,8.75,8.83,0.8144,0.7424,0.00943,0.00395
"456",-0.0765309,3.988,1.836,0.0226,-0.00982,0.01326,0.00629,0.00887,0.37,0.05,0.6352,1.2096,0.00281,0.00141
"457",0.031651,0.052,3.212,0.03268,0.0149,0.02814,0.00619,0.00299,4.65,5.35,0.8896,1.0624,0.00267,0.00055
"458",0.0242713,2.396,2.3,0.021,0.01142,0.00846,0.00681,0.00399,2.61,4.15,0.9136,1.0896,0.00343,0.00787
"459",-0.0468216,2.684,3.62,0.03356,0.02078,-0.02406,0.00697,0.00511,9.63,1.97,0.8528,0.92,0.00019,0.00477
"460",0.0283358,1.148,2.308,0.02132,0.02846,0.02046,0.00483,0.00957,1.63,0.75,0.7184,0.816,0.00059,0.00015
"461",0.0232709,3.844,0.98,0.007,0.03302,-0.0111,0.00541,0.00993,1.01,9.83,0.9568,1.016,0.00871,0.00415
"462",0.0330611,0.988,1.004,0.0238,0.03974,0.02826,0.00951,0.00699,8.87,5.83,0.888,1.176,0.00709,0.00871
"463",0.00701085,3.316,2.14,0.00228,0.01718,-0.01806,0.00317,0.00263,3.87,9.49,0.64,0.5344,0.00693,0.00229
"464",-0.0054242,0.956,1.852,0.01756,0.0215,-0.0285,0.00183,0.00425,2.51,2.79,1.0048,0.9296,0.00535,0.00631
"465",0.0296715,2.236,2.932,0.02364,0.04394,0.0177,0.00395,0.00443,9.91,9.93,0.9664,0.8368,0.00899,0.00437
"466",0.045672,2.484,2.588,0.037,0.04838,-0.00318,0.00849,0.00047,2.95,7.49,0.8208,0.6672,0.00651,0.00779
"467",0.0323529,2.604,2.18,0.01916,0.02522,0.0297,0.00495,0.00839,3.17,6.15,1.0544,0.6928,0.00775,0.00459
"468",-0.0564862,1.26,0.868,0.01828,0.00218,-0.00342,0.00615,0.00911,1.11,1.89,0.5456,0.8848,0.00635,0.00623
"469",0.0294097,1.028,2.756,0.03292,0.0245,0.0039,0.00813,0.00435,5.25,4.47,0.7456,0.9824,0.00095,0.00463
"470",-0.0441795,3.292,3.588,0.03852,-0.00538,0.02154,0.00857,0.00417,8.11,0.97,1.0672,0.576,0.00995,0.00063
"471",0.0177351,2.18,2.684,0.01876,-0.00478,0.02166,0.00013,0.00525,5.29,6.13,0.7296,0.9424,0.00233,0.00743
"472",0.0403528,1.132,1.62,0.03892,0.02942,0.01638,0.00807,0.00559,9.05,2.67,0.6304,0.7376,0.00329,0.00349
"473",0.0373459,2.628,3.204,0.01644,0.0359,0.02982,0.00559,0.00641,6.99,3.89,0.9264,0.5632,0.00853,0.00651
"474",-0.00123461,1.764,0.244,0.0354,0.00806,-0.02814,0.00311,0.00055,3.77,9.53,1.2336,1.152,0.00171,0.00683
"475",-0.00563955,3.9,1.452,0.03204,0.01418,-0.01338,0.00751,0.00561,1.19,0.13,1.0944,0.696,0.00337,0.00701
"476",-0.00800953,0.044,0.692,0.00164,0.0335,-0.0261,0.00725,0.00151,8.57,6.07,0.8512,1.1792,0.00157,0.00677
"477",0.00569678,3.356,0.268,0.03948,0.01778,0.00774,0.00871,1e-05,0.77,4.17,0.9824,0.5008,0.00851,0.00105
"478",-0.054046,0.924,3.948,0.03732,0.00146,0.00114,0.00799,0.00245,7.33,6.45,1.288,1.1168,0.00251,0.00217
"479",-0.0892122,2.548,0.588,0.03548,-0.00202,0.02934,0.00679,0.00507,7.41,9.13,0.5296,0.9392,0.00425,0.00439
"480",0.016046,0.084,1.388,0.01564,0.04286,0.02418,0.00423,0.00413,7.53,5.63,0.6032,1.16,0.00683,0.00527
"481",0.00842691,3.308,1.404,0.00476,0.0257,-0.01014,0.00321,0.00737,4.77,7.27,1.072,1.008,0.00143,0.00399
"482",0.00557271,2.708,1.924,0.00124,0.02174,0.02178,0.00015,0.00185,9.99,7.93,0.6192,0.9792,0.00111,0.00199
"483",-0.0457522,2.852,1.124,0.02372,-0.00682,0.01206,0.00933,0.00567,1.23,0.55,1.0032,1.1936,0.00421,0.00017
"484",0.00483924,2.324,3.068,0.01148,-0.00898,-0.02958,0.00347,0.00027,5.65,3.57,0.8592,0.7552,0.00901,0.00529
"485",0.0183477,2.828,1.94,0.02092,0.01994,-0.0039,0.00431,0.00731,7.77,3.77,0.8304,1.2192,0.00795,0.00845
"486",-0.0667498,1.844,3.036,0.01772,0.0293,-0.00858,0.00593,0.00841,4.51,0.89,0.5904,0.984,0.00945,0.00835
"487",0.019244,0.252,3.108,0.02732,0.0143,0.02862,0.00061,0.00621,2.39,8.95,1.0144,0.5248,0.00773,0.00287
"488",0.00704669,1.692,2.012,0.00012,0.02702,0.01302,0.00631,0.00203,1.67,6.53,1.192,1.2976,0.00961,0.00049
"489",0.0606043,3.588,1.244,0.03636,0.04982,0.0291,0.00733,0.00527,9.83,5.85,1.1392,0.5376,0.00043,0.00371
"490",5.0379e-07,1.868,0.9,0.00492,-0.0079,0.0243,0.00999,0.00227,9.37,7.67,0.9056,0.8992,0.00747,0.00031
"491",0.0333069,3.124,3.924,0.035,0.04574,-0.01542,0.00935,0.00971,2.91,5.03,1.2192,1.1424,0.00261,0.00815
"492",0.0328648,1.716,1.804,0.02796,0.01598,0.02742,0.00019,9e-05,6.23,5.93,1.1216,1.0112,0.00145,0.00321
"493",-0.0962843,0.564,2.236,0.03772,-0.00838,0.01386,0.00879,0.00959,0.49,1.65,1.056,1.08,0.00453,0.00827
"494",-0.0734476,1.036,0.676,0.02988,-0.00886,-0.00282,0.00361,0.00071,1.97,0.09,0.8832,0.9152,0.00285,0.00873
"495",-0.0163536,3.244,2.324,0.02076,0.00254,0.0033,0.00947,0.00985,9.87,8.03,1.128,1.0384,0.00139,0.00801
"496",-0.0258829,1.268,3.668,0.03444,-0.00286,0.00366,0.00445,0.00447,0.73,4.11,1.2832,0.928,0.00179,0.00493
"497",0.00904954,2.372,1.9,0.009,0.01622,-0.01134,0.00713,0.00809,9.61,6.09,0.5984,1.2208,0.00117,0.00589
"498",0.0103968,1.492,1.012,0.00076,0.04094,-0.00834,0.00881,0.00665,3.07,4.79,0.5152,0.8224,0.00591,0.00839
"499",0.047423,1.18,3.964,0.03132,0.04826,0.00834,0.00877,0.00637,1.59,5.31,0.6144,0.5328,0.00979,0.00197
"500",0.0142944,2.62,2.596,0.00204,0.0137,0.00414,0.00333,0.00209,7.25,9.87,0.9584,1.2912,0.00873,0.00773
